severity,issue,viewport,kind,sourcePage,text,href,resolved,finalUrl,status,error,samePage,redirected,crossHost,inPageAnchor,target,rel,visible
OK,,desktop,anchor,https://menorca.cspadel.com/,Skip to main content,#main-content,https://menorca.cspadel.com/#main-content,https://menorca.cspadel.com/#main-content,200,,false,false,false,true,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,(no text),/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,INCLUDES,#includes,https://menorca.cspadel.com/#includes,https://menorca.cspadel.com/#includes,200,,false,false,false,true,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,ITINERARY,#itinerary,https://menorca.cspadel.com/#itinerary,https://menorca.cspadel.com/#itinerary,200,,false,false,false,true,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,BOOK,#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,false,true,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,FAQ,#faq,https://menorca.cspadel.com/#faq,https://menorca.cspadel.com/#faq,200,,false,false,false,true,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,Includes,#includes,https://menorca.cspadel.com/#includes,https://menorca.cspadel.com/#includes,200,,false,false,false,true,,,false
OK,,desktop,anchor,https://menorca.cspadel.com/,Itinerary,#itinerary,https://menorca.cspadel.com/#itinerary,https://menorca.cspadel.com/#itinerary,200,,false,false,false,true,,,false
OK,,desktop,anchor,https://menorca.cspadel.com/,Book,#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,false,true,,,false
OK,,desktop,anchor,https://menorca.cspadel.com/,FAQ,#faq,https://menorca.cspadel.com/#faq,https://menorca.cspadel.com/#faq,200,,false,false,false,true,,,false
INFO,Intentional redirector (messaging deep link),desktop,anchor,https://menorca.cspadel.com/,ENQUIRE NOW,https://wa.me/447786694723,https://wa.me/447786694723,/send/?phone=447786694723&amp,200,,false,true,true,false,_blank,noopener noreferrer,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,https://menorca.cspadel.com/,ENQUIRE ABOUT A BESPOKE PRIVATE RETREAT →,https://wa.me/447786694723,https://wa.me/447786694723,/send/?phone=447786694723&amp,200,,false,true,true,false,_blank,noopener noreferrer,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,https://menorca.cspadel.com/,ENQUIRE NOW,https://wa.me/447786694723,https://wa.me/447786694723,/send/?phone=447786694723&amp,200,,false,true,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,https://menorca.cspadel.com/,PRIVACY POLICY,/legal/privacy-policy,https://menorca.cspadel.com/legal/privacy-policy,https://menorca.cspadel.com/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,COOKIE POLICY,/legal/cookie-policy,https://menorca.cspadel.com/legal/cookie-policy,https://menorca.cspadel.com/legal/cookie-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,TERMS & CONDITIONS,/legal/terms-and-conditions,https://menorca.cspadel.com/legal/terms-and-conditions,https://menorca.cspadel.com/legal/terms-and-conditions,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,LEGAL NOTICE,/legal/legal-notice,https://menorca.cspadel.com/legal/legal-notice,https://menorca.cspadel.com/legal/legal-notice,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://menorca.cspadel.com/,Cookie Policy,/legal/cookie-policy,https://menorca.cspadel.com/legal/cookie-policy,https://menorca.cspadel.com/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,ES,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,EN,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,FR,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,VIEW THE EXPERIENCE,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Previous image,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Next image,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Photo 1,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Photo 2,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Photo 3,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Photo 4,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Photo 5,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Secure Your Place,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Day 01 ARRIVAL & WELCOME,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,https://menorca.cspadel.com/,Day 02 PADEL & BOAT TOUR,(javascript),,,0,,false,false,false,,,,true
