severity,issue,viewport,kind,sourcePage,text,href,resolved,finalUrl,status,error,samePage,redirected,crossHost,inPageAnchor,target,rel,visible
OK,,desktop,anchor,https://www.cspadel.com/,(no text),/,https://www.cspadel.com/,https://www.cspadel.com/,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,OUR STORY,/our-story,https://www.cspadel.com/our-story,https://www.cspadel.com/our-story,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,THE EXPERIENCE,/the-experience,https://www.cspadel.com/the-experience,https://www.cspadel.com/the-experience,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,UPCOMING RETREATS,/upcoming-retreats,https://www.cspadel.com/upcoming-retreats,https://www.cspadel.com/upcoming-retreats,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,"SOLO OR FRIENDS Open Retreat Join a curated group of like-minded players for five immersive days of padel, fine dining a",https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,true,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,"ULTIMATE PRIVACY Private Retreat Reserve the entire estate exclusively for your group. Complete privacy, custom schedule",https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,true,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,C-SUITE & BOARDS Corporate & Executive Strategy in silence. High-performance leadership and networking in the most exclu,/executive-retreat,https://www.cspadel.com/executive-retreat,https://www.cspadel.com/executive-retreat,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,"BALEARIC ISLANDS · SPAIN MENORCA Mediterranean Sanctuary SEP 30 – OCT 4, 2026 FEW SPACES LEFT EXPLORE",https://menorca.cspadel.com/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,VIEW ALL,/upcoming-retreats,https://www.cspadel.com/upcoming-retreats,https://www.cspadel.com/upcoming-retreats,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,ULUWATU · BALI BALI A private cliff-top estate. Elite padel. EXPLORE,/bali,https://www.cspadel.com/bali,https://www.cspadel.com/bali,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,COMING SOON DUBAI Coming soon. EXPLORE,/dubai,https://www.cspadel.com/dubai,https://www.cspadel.com/dubai,200,,false,false,false,false,,,true
OK,,desktop,anchor,https://www.cspadel.com/,Courtside Padel on Instagram,https://www.instagram.com/padelcourtside/,https://www.instagram.com/padelcourtside/,https://www.instagram.com/padelcourtside/,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,https://www.cspadel.com/,Courtside Padel on LinkedIn,https://www.linkedin.com/company/https-cspadel.com-/,https://www.linkedin.com/company/https-cspadel.com-/,https://www.linkedin.com/company/https-cspadel.com-/,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,https://www.cspadel.com/,Menorca,https://menorca.cspadel.com/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,false,,,true
